CPU total busy time, CPU total idle time
2769, 12231
2590, 12410
2326, 12674
2059, 12941
1801, 13199
1526, 13474
1181, 13819
0, 15000
0, 15000
0, 15000
0, 15000
0, 15000
0, 15000
0, 15000
0, 15000
